page_date,category,title,readings_text,body,prayer,image_path,reading_links_json
2026-02-06,连结社群,2月6日：神的诫命，我们的共同根基,出埃及记20-21章、马太福音27:1-31、箴言6:30-35,"神在西奈山赐给摩西的十诫，旨在建立一个以公义与怜悯为基础的社会。在一个日益分裂的世界里，神的话语应成为我们的共同根基。这圣洁的标准使我们连结：全心爱主并正确地彼此相爱。

主的诫命不是重担，而是祝福。它们保护关系，促进公平，并灌输律法与秩序。当我们遵守它们时，我们的社群就在公义与和平中繁荣。今天，写在石版上的律法现已通过基督写在我们心上。

让我们凭祂的话语而活。",天父，感谢祢将我安置在这个信心的家庭中。帮助我遵守祢的诫命。教导我在对待他人时，能够彰显基督的爱。阿们。,/static/images/picture2.jpg,"[{""text"": ""出埃及记 20章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/20.htm""}, {""text"": ""出埃及记 21章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/21.htm""}, {""text"": ""马太福音 27:1-31"", ""url"": ""https://www.wordproject.org/bibles/gb/40/27.htm""}, {""text"": ""箴言 6:30-35"", ""url"": ""https://www.wordproject.org/bibles/gb/20/6.htm""}]"
2026-02-07,连结社群,2月7日：在十字架下，我们成为一家人,出埃及记22-23章、马太福音27:32-66、箴言7:1-5,"在十字架上发生了非凡的事。不仅罪被击败，一个新的家庭也诞生了。我们在一位父神之下连结为儿女，由基督救赎之爱紧密相连。透过基督，隔离的墙垣倒塌了，障碍被打破了。

我们不再因背景、地位或过去的错误而分离。在基督里，我们以信任和爱彼此顺服。神赐给我们彼此一同行走这条信心之路。让我们珍惜祂安置在我们周围的信心家庭。我们有幸成为神永恒家庭的一部分。

欢呼喜乐吧！",主耶稣，感谢祢透过祢的牺牲向我显明十字架的大能。教导我以怜悯和慈爱的心生活。我愿意为别人的好处献上自己。愿我的生命反映祢的良善和爱。阿们。,/static/images/picture2.jpg,"[{""text"": ""出埃及记 22章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/22.htm""}, {""text"": ""出埃及记 23章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/23.htm""}, {""text"": ""马太福音 27:32-66"", ""url"": ""https://www.wordproject.org/bibles/gb/40/27.htm""}, {""text"": ""箴言 7:1-5"", ""url"": ""https://www.wordproject.org/bibles/gb/20/7.htm""}]"
2026-02-08,连结社群,2月8日：大使命；更深连结,出埃及记24-25章、马太福音28章、箴言7:6-12,"大使命的目的既是传扬福音，也是建立福音社群。耶稣教导说，这必须通过门徒训练来实现，让我们学习在各方面跟随基督的道路。在顺服这个呼召时，我们发现信心在共同生活中最能深根。

门徒训练需要关系，一个学习、成长并在信心中同行的旅程。耶稣应许说：""我就常与你们同在，直到世界的末了。""祂的同在将教会跨越世代和国家编织在一起。当信徒在祂的名里联合时，祂的灵建立我们集体的信心。

当我们一同前行时，我们成长得更强壮，走得更远。",主耶稣，教导我将关系集中在祢的同在上，并以忠心活出大使命。愿我的生命帮助将他人吸引进祢的家庭，并建立一个单单扎根于基督的社群。阿们。,/static/images/picture2.jpg,"[{""text"": ""出埃及记 24章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/24.htm""}, {""text"": ""出埃及记 25章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/25.htm""}, {""text"": ""马太福音 28章"", ""url"": ""https://www.wordproject.org/bibles/gb/40/28.htm""}, {""text"": ""箴言 7:6-12"", ""url"": ""https://www.wordproject.org/bibles/gb/20/7.htm""}]"
2026-02-09,连结社群,2月9日：不同部分，同一目的，同一圣灵,出埃及记26-27章、马可福音1:1-20、诗篇20篇,"当神将会幕的设计赐给摩西时，也赐下有关材料、尺寸和颜色的具体指示。令人瞩目的是，整个社群一同工作，按照神所要求的精确规格建造它。

每个人都依赖他人来完成整体。每个人可能有不同的角色，但他们都有相同的目标。神的工作从来不是单打独斗的项目。它是神百姓之间神圣的同工。

祂喜悦使用许多的手、心和才能来成就祂的旨意。虽然不必完全一样，但必须有和谐。我们可能多样，但我们可以为神的荣耀同心跳动。",主耶稣，帮助我珍视弟兄姐妹在基督里各自的角色，知道我们彼此依靠乃是要完成祢的旨意。让我们的多样性成为和谐，我们的恩赐成为敬拜，我们的团队合作为祢的名带来荣耀。阿们。,/static/images/picture2.jpg,"[{""text"": ""出埃及记 26章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/26.htm""}, {""text"": ""出埃及记 27章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/27.htm""}, {""text"": ""马可福音 1:1-20"", ""url"": ""https://www.wordproject.org/bibles/gb/41/1.htm""}, {""text"": ""诗篇 20篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/20.htm""}]"
2026-02-10,连结社群,2月10日：分别为圣归给祂,出埃及记28章、马可福音1:21-45、诗篇21篇,"神给摩西详细的指示，关乎祭司的圣衣，为圣洁事奉的圣洁衣服。他们要将以色列的名字带在肩上和心上，在神面前代表百姓。神将他们分别为圣。

事奉祂的人必须被分别为圣。分别为了就是时刻意识到我们的生命只属于独一的神。透过基督，我们如今也参与了这祭司的呼召。祂是我们的大祭司，已为我们穿上公义的外袍，并称我们为属祂的子民。

愿我们让祂的灵塑造我们的品格，分别为圣我们的选择，并引导我们的生命活出祂的荣耀。",天父，感谢祢任命属灵领袖来引导并为祢的百姓代求。教导我在祷告中将别人的需要带到祢面前，并以谦卑服事他们。愿我的生命坚固信心的社群，并反映基督的圣洁。阿们。,/static/images/picture2.jpg,"[{""text"": ""出埃及记 28章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/28.htm""}, {""text"": ""马可福音 1:21-45"", ""url"": ""https://www.wordproject.org/bibles/gb/41/1.htm""}, {""text"": ""诗篇 21篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/21.htm""}]"
2026-02-11,连结社群,2月11日：带人到耶稣面前,出埃及记29-30章、马可福音2章、诗篇22:1-15,"当瘫子的朋友们听说耶稣在城里时，他们竭尽所能把他带到这位医治者面前。房子挤满了人，人群挡住了路，但他们的信心拒绝放弃。他们爬上房顶，拆开它，把他们的朋友缒到耶稣正前方。

这是一幅爱与信心行动的图画！有时，最伟大的怜悯行为，就是把那些自己不能行走的人带到那位能使他们痊愈之主面前。当基督看见他们的信心时，祂不仅医治了那人的残疾，也赦免了他的罪。当我们带人到耶稣面前时，他们不仅得缓解，也得救赎。

我们的祷告、邀请和爱的行动可以为他人开启经历基督拯救恩典的门。",主耶稣，感谢祢是我们身体、心灵和灵魂的医治者。赐给我信心和怜悯，在祷告和行动中将他人带到祢面前，就像瘫子的朋友们所做的那样。愿我对他人的爱，彰显出以信心为根基的真正群体生活。阿们。,/static/images/picture2.jpg,"[{""text"": ""出埃及记 29章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/29.htm""}, {""text"": ""出埃及记 30章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/30.htm""}, {""text"": ""马可福音 2章"", ""url"": ""https://www.wordproject.org/bibles/gb/41/2.htm""}, {""text"": ""诗篇 22:1-15"", ""url"": ""https://www.wordproject.org/bibles/gb/19/22.htm""}]"
2026-02-12,进入命定,2月12日：远离偶像,出埃及记31-32章、马可福音3章、诗篇22:16-31,"当以色列人造金牛犊来敬拜时，他们破坏了社群的合一。在不耐烦中，他们忽视了那位以大能拯救他们的神。偶像模糊我们的视线，淹没神的声音；它们拉我们使我们偏离祂的引导。

如果我们不警醒就有可能去跟随别的神。远离偶像不仅仅是避免雕刻的像。更是守护我们的心，远离与神竞争的现代偶像——金钱、成功、安逸、关系，甚至事奉本身。

任何取代神正当位置的东西都成了虚假的偶像。是否有任何事物占据了你的心？让我们避开这些冒牌货虚假的偶像，转离一切与神争夺主权的替代品。",主耶稣，感谢祢按名呼召我。保守我的心专一，单单定睛于祢。保护我远离偶像和分心之事。帮助我在耶稣基督的主权下顺服而行。阿们。,/static/images/picture3.jpg,"[{""text"": ""出埃及记 31章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/31.htm""}, {""text"": ""出埃及记 32章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/32.htm""}, {""text"": ""马可福音 3章"", ""url"": ""https://www.wordproject.org/bibles/gb/41/3.htm""}, {""text"": ""诗篇 22:16-31"", ""url"": ""https://www.wordproject.org/bibles/gb/19/22.htm""}]"
2026-02-13,进入命定,2月13日：求祢显出祢的荣耀,出埃及记33-34章、马可福音4:1-20、诗篇23-24篇,"当摩西呼喊“求祢显出祢的荣耀”时，他并非要求另一个神迹或祝福。他是在渴慕神自己。在目睹了上帝无数的神迹之后，摩西仍然渴望更多的超自然相遇。他明白真正的满足不在于神为我们做了什么，而在于对我们而言神是谁。

他的请求是一个尝过神同在、已不能没有祂的而活的呼喊。如果我们渴望更多得着神，我们必须邀请祂超越宗教和常规的表面向我们显明祂自己。当我们追求祂的同在时，我们就被改变。在深深认识神的过程中，我们会认识自己真正的目的和呼召。

主啊，求祢向我们显出祢的荣耀！",主耶稣，我的命定唯独在祢里面找到。我的渴望是看见祢的荣耀。洁净我的心，引导我的脚步，使我常在祢旨意的中心。愿祢的同在显明我的使命，并保守我与祢亲密同行。阿们。,/static/images/picture3.jpg,"[{""text"": ""出埃及记 33章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/33.htm""}, {""text"": ""出埃及记 34章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/34.htm""}, {""text"": ""马可福音 4:1-20"", ""url"": ""https://www.wordproject.org/bibles/gb/41/4.htm""}, {""text"": ""诗篇 23篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/23.htm""}, {""text"": ""诗篇 24篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/24.htm""}]"
2026-02-14,进入命定,2月14日：注定要发光,出埃及记35-36章、马可福音4:21-41、诗篇25篇,"灯的意义在于是发光。同样地，我们被造为要彰显神的荣耀。神对你有特定的使命，在那里你的光能产生最大的影响。不要出于恐惧或怀疑而隐藏。当神安置你时，要勇敢地踏入其中。

你发出的光量取决于你领受和顺服神话语的程度。没有先被祂的真理充满，你就无法发光。这就是为什么每日住在祂的话语中是至关重要的。当你倾倒神所赐给你的时，祂就使其倍增。

每次你分享你的生命，你就更明亮地发光。每次你行神的旨意，黑暗就消退一点。当你的生命引导他人转向祂时，你的光芒最为闪耀。让我们为神的荣耀照亮周围的人和世界。",天父，感谢祢托付给我的恩赐。帮助我不要隐藏它们，而是为祢的荣耀在服事中倾注出来。愿我反映出祢的光和祢的爱。阿们。,/static/images/picture3.jpg,"[{""text"": ""出埃及记 35章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/35.htm""}, {""text"": ""出埃及记 36章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/36.htm""}, {""text"": ""马可福音 4:21-41"", ""url"": ""https://www.wordproject.org/bibles/gb/41/4.htm""}, {""text"": ""诗篇 25篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/25.htm""}]"
2026-02-15,进入命定,2月15日：你的过去不定义你的命定,出埃及记37-38章、马可福音5:1-20、诗篇26篇,"耶稣释放了一个被群鬼附身的人，然后差遣他出去宣扬祂的怜悯。同样，上帝常常呼召我们去接触那些和我们曾经一样挣扎的人—破碎、受伤并寻找盼望的人。

你的命定不是由你破碎的过去定义的，而是由神救赎的大能定义的。让祂塑造你、释放你，并用祂的灵充满你。让你的生命见证祂的怜悯。你的过去可能充满破碎，但神带来救赎。

它可能塑造你，但除非你允许，否则它不能限制神能透过你做什么。它对你生命没有最终决定权。基督才有。",天父，感谢祢将我从我的破碎中释放出来。感谢祢在我生命中救赎的工作。用祢的灵充满我。我渴望行在祢为我预备的命定中。阿们。,/static/images/picture3.jpg,"[{""text"": ""出埃及记 37章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/37.htm""}, {""text"": ""出埃及记 38章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/38.htm""}, {""text"": ""马可福音 5:1-20"", ""url"": ""https://www.wordproject.org/bibles/gb/41/5.htm""}, {""text"": ""诗篇 26篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/26.htm""}]"
2026-02-16,进入命定,2月16日：彰显神的荣耀,出埃及记39-40章、马可福音5:21-43、箴言7:13-21,"会幕完工了，神的荣耀充满其中。当神的同在临到祂呼召我们建造和所做的事上时，神的荣耀就显明了。正如会幕是圣灵的殿，你也是。你渴望彰显神的荣耀吗？工匠和祭司以细心、技巧和敬畏的心工作，因为会幕是奉献给神的。

没有什么是随意的；一切都是分别为圣的。当我们以卓越和纯洁的心生活时，我们就反映了我们所代表之神的尊贵。顺服邀请神的荣耀。当我们按祂的真理生活并跟随祂的道路时，我们的生命就成为祂居住的所在。

当我们停止为自己而活时，我们最能彰显神的荣耀。",天父，感谢祢选择借着祢的灵住在我里面。正如祢的荣耀充满会幕，当我完全降服于祢时，求祢充满我的生命。让我所建造和所做的一切都彰显祢的荣耀。阿们。,/static/images/picture3.jpg,"[{""text"": ""出埃及记 39章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/39.htm""}, {""text"": ""出埃及记 40章"", ""url"": ""https://www.wordproject.org/bibles/gb/02/40.htm""}, {""text"": ""马可福音 5:21-43"", ""url"": ""https://www.wordproject.org/bibles/gb/41/5.htm""}, {""text"": ""箴言 7:13-21"", ""url"": ""https://www.wordproject.org/bibles/gb/20/7.htm""}]"
2026-02-17,进入命定,2月17日：献上你最好的,利未记1-2章、马可福音6:1-29、箴言7:22-27,"神赐给以色列人献祭的指示，象征奉献、感恩和降服。每一个燔祭、素祭和敬拜行动，都是将他们最好的献给神的具体表达。燔祭完全被火焚烧，代表完全的奉献。正如以色列人将他们初熟和最好的带给神，我们也被呼召将我们的生命作为活祭献上。

我们现代的祭物不是公牛或谷物，而是我们的时间、精力、恩赐和顺服。每一个忠心的行动，每一个安静的降服，每一个服事的时刻，都是在神面前馨香的祭物。当我们把我们的所有献给祂时，我们邀请祂的火来洁净并转化我们。

祭坛不是失去的地方，而是更新的地方，在那里降服变成力量。",天父，感谢祢指引我的道路。将让我的生命作为奉献和感恩的祭物。帮助我将最好的献给祢。阿们。,/static/images/picture3.jpg,"[{""text"": ""利未记 1章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/1.htm""}, {""text"": ""利未记 2章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/2.htm""}, {""text"": ""马可福音 6:1-29"", ""url"": ""https://www.wordproject.org/bibles/gb/41/6.htm""}, {""text"": ""箴言 7:22-27"", ""url"": ""https://www.wordproject.org/bibles/gb/20/7.htm""}]"
2026-02-18,进入命定,2月18日：在你手中为小，在祂手中为大,利未记3-4章、马可福音6:30-56、箴言8:1-9,"当一个小男孩将他的五饼二鱼献给耶稣时，面对饥饿的群众，这似乎微不足道。然而那信心的微小举动成了神迹的种子。在人眼中看为小的，在救主手中变得强大。这个故事提醒我们，神不受我们缺乏的限制。

当我们把所拥有的完全交在祂手中时，祂喜悦使用它。那男孩没有多少，但他献上了他的所有。同样，我们的恩赐、时间或才能与周围的需要相比可能显得渺小，但神使我们交托的东西倍增。

当我们释放我们紧抓的东西；我们的计划、财产或能力时，神就将我们的""不够""变成""绰绰有余""。",天父，感谢祢，一切的丰盛和供应都从祢而来。求祢教导我用有限的所有信靠祢。求祢接纳我所献上的，用祢的大能使其倍增，并使用它来为祢的国度祝福多人。阿们。,/static/images/picture3.jpg,"[{""text"": ""利未记 3章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/3.htm""}, {""text"": ""利未记 4章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/4.htm""}, {""text"": ""马可福音 6:30-56"", ""url"": ""https://www.wordproject.org/bibles/gb/41/6.htm""}, {""text"": ""箴言 8:1-9"", ""url"": ""https://www.wordproject.org/bibles/gb/20/8.htm""}]"
2026-02-19,成为祝福,2月19日：弥补过错,利未记5-6章、马可福音7章、箴言8:10-18,"有时，我们能收到的最伟大祝福之一，就是那些伤害我们的人承担责任并寻求弥补过错。上帝教导祂的百姓，罪不是可以忽视或隐藏的东西；它必须被承认。无论是说谎、隐瞒真相，还是造成伤害，神都要求认罪。

但单单认罪还不够。接下来需要发生的是补偿。在我们的处境中，如果我们说了不实的话，我们应该纠正它并向受影响的人道歉。如果我们对某人造成了经济损失，我们必须公平地补偿那个人。弥补过错很重要，因为它尊荣神并修复关系。

今天，祈求神带来恢复，弥补我们所犯的任何过错。",主耶稣，赐我勇气行在正直中。帮助我不仅寻求祢的饶恕，也寻求与他人和好，使我的生命反映祢的恩典并成为祝福。阿们。,/static/images/picture4.jpg,"[{""text"": ""利未记 5章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/5.htm""}, {""text"": ""利未记 6章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/6.htm""}, {""text"": ""马可福音 7章"", ""url"": ""https://www.wordproject.org/bibles/gb/41/7.htm""}, {""text"": ""箴言 8:10-18"", ""url"": ""https://www.wordproject.org/bibles/gb/20/8.htm""}]"
2026-02-20,成为祝福,2月20日：成为某人祷告的祝福,利未记7章、马可福音8章、箴言8:19-26,"耶稣喂饱四千人，医治瞎子，并教导关于背起十字架。观看基督的生平真的让人激动不已。尽管祂经常服事人群，祂仍然不断地给予。祂深切的怜悯和服事的意愿是每个信心社群的基石。

成为祝福不在于我们拥有多少，而在于我们服事的意愿。如果我们以敞开的心和敞开的手生活，我们就会注意到饥饿者、受伤者和被遗忘的人。你是否意识到，我们的许多祷告是由神差遣给我们的人得着回应的？同样，我们也可以成为某人祷告的祝福。

今天，环顾四周，开始去满足那些神引导你去帮助之人的需要。",主耶稣，帮助我用祢的眼光看见我周围的需要。接纳我所拥有的，在祢手中使其倍增，使我今天成为某人祷告的答案。阿们。,/static/images/picture4.jpg,"[{""text"": ""利未记 7章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/7.htm""}, {""text"": ""马可福音 8章"", ""url"": ""https://www.wordproject.org/bibles/gb/41/8.htm""}, {""text"": ""箴言 8:19-26"", ""url"": ""https://www.wordproject.org/bibles/gb/20/8.htm""}]"
2026-02-21,成为祝福,2月21日：祂同在的承载者,利未记8-9章、马可福音9:1-29、箴言8:27-36,"在耶稣变相的山上，彼得、雅各和约翰目睹了非凡的事。他们看见耶稣的面貌明亮如日头。在短暂的时刻，天触摸了地，神的荣耀在基督的位格中彰显出来。

彼得想要搭棚住在那个圣洁时刻，但耶稣带领他们下山。信息很清楚：与神相遇的目的不是要被局限在山顶的经历中，而是要使我们成为山下谷中承载祂同在的人。我们是否让圣灵为此改变我们？

如果我们愿意，我们所到的每个地方，都能成为所遇之人的祝福管道！",主耶稣，感谢祢显明祢的威严。帮助我回应周围的需要，使用我的生命作为祝福他人的器皿。阿们。,/static/images/picture4.jpg,"[{""text"": ""利未记 8章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/8.htm""}, {""text"": ""利未记 9章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/9.htm""}, {""text"": ""马可福音 9:1-29"", ""url"": ""https://www.wordproject.org/bibles/gb/41/9.htm""}, {""text"": ""箴言 8:27-36"", ""url"": ""https://www.wordproject.org/bibles/gb/20/8.htm""}]"
2026-02-22,成为祝福,2月22日：末位，神的首位,利未记10-11章、马可福音9:30-50、箴言9:1-6,"当门徒忙着争论谁最为大时，耶稣以一个完全不同的标准让他们惊讶：“若有人愿意作首先的，他必作众人末后的，作众人的用人。”在世人眼中，伟大在于地位和权力，但在神眼中，伟大在于谦卑和服事。

耶稣不仅教导这个，祂也活出来。祂跪下洗脚，医治病人，并最终舍命。神不被我们爬多高所打动，而是被我们愿意俯身服事他人多低所打动。这就是为什么基督教信仰的最高象征不是冠冕，而是十字架。

今天，让我们立志喜乐地背起我们的十字架，知道有一天我们将领受我们的冠冕！",主耶稣，感谢祢向我显明真正的伟大是在谦卑和服事他人。除去我里面任何阻碍别人看见祢的东西。我愿天天背起我的十字架来跟从祢。阿们。,/static/images/picture4.jpg,"[{""text"": ""利未记 10章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/10.htm""}, {""text"": ""利未记 11章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/11.htm""}, {""text"": ""马可福音 9:30-50"", ""url"": ""https://www.wordproject.org/bibles/gb/41/9.htm""}, {""text"": ""箴言 9:1-6"", ""url"": ""https://www.wordproject.org/bibles/gb/20/9.htm""}]"
2026-02-23,成为祝福,2月23日：你所给的没有一样是徒然的,利未记12-13章、马可福音10:1-31、诗篇27篇,"彼得提醒耶稣:“看哪，我们已经撇下所有的跟从祢了。”耶稣回应了一个有力的应许，那些为祂牺牲的人将领受比他们所舍弃更大的祝福。

神是我们所给祂的每一个祝福的完美管家。祂会使用我们所给的时间和资源结出果子。即使别人看不见我们的忠心，神看见了。最终，我们的天父是非常慷慨的。祂给回我们的比我们能给祂的更多。

当我们为耶稣而活时，我们所给的一切都成为永恒的一部分。",主耶稣，感谢祢的应许，为祢的缘故所做的每一份爱与牺牲，在天上都被记念。教导我无私地给予，不是为了奖赏，而是为了祢的荣耀。用喜乐坚固我的心去祝福他人。阿们。,/static/images/picture4.jpg,"[{""text"": ""利未记 12章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/12.htm""}, {""text"": ""利未记 13章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/13.htm""}, {""text"": ""马可福音 10:1-31"", ""url"": ""https://www.wordproject.org/bibles/gb/41/10.htm""}, {""text"": ""诗篇 27篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/27.htm""}]"
2026-02-24,成为祝福,2月24日：在服事中成就伟大,利未记14章、马可福音10:32-52、诗篇28篇,"我们大多数人都渴望成就伟大。但世界寻求伟大的方式往往是自私的。耶稣关于伟大的教导逆转了野心的秩序。真正的伟大在于你服事人的忠心程度。当我们在教会中服事神时，我们就是行在耶稣自己的脚踪中。

我们可能在幕后服事或担任次要角色，但每一个出于爱的服事行动都是重要的。神眼中的伟大既不是自我宣扬，也不是平台大小，也不是能见度高低。它关乎高举基督。它关乎行在坚定持守中。

你服事是为了让自己被认识，还是让基督被认识？",主耶稣，感谢祢向我显明真正的伟大是在服事中找到的。教导我效法祢的榜样，使用我的手、我的时间和我的心去祝福他人并建立祢的国度。阿们。,/static/images/picture4.jpg,"[{""text"": ""利未记 14章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/14.htm""}, {""text"": ""马可福音 10:32-52"", ""url"": ""https://www.wordproject.org/bibles/gb/41/10.htm""}, {""text"": ""诗篇 28篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/28.htm""}]"
2026-02-25,成为祝福,2月25日：祂名里的祝福,利未记15-16章、马可福音11章、诗篇29篇,"当耶稣进入耶路撒冷时，人群把衣服和棕树枝铺在路上，喊着：“和散那！奉主名来的是应当称颂的！”不久之后，耶稣进入圣殿施行洁净，赶出那些将敬拜变成盈利事业的人。在此，我们看到那赐福的主也是圣洁的。

祂除去任何阻碍神同在的东西，并恢复祂的殿作为祷告的殿。同样，当我们欢迎耶稣进入我们的心时，祂会驱除自私的动机和骄傲，使祂的祝福能自由地在我们里面流动。想象一下，当我们邀请基督进入我们的家庭、学校、企业甚至我们的城市时，祂将倾倒多少的祝福给我们！

让我们无论在哪里、无论做什么都宣扬耶稣。",主耶稣，我们欢迎祢作王。愿我们的生命无论往哪里去都宣扬祢的救恩，好叫别人可以认识在祢里面最大的祝福。阿们。,/static/images/picture4.jpg,"[{""text"": ""利未记 15章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/15.htm""}, {""text"": ""利未记 16章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/16.htm""}, {""text"": ""马可福音 11章"", ""url"": ""https://www.wordproject.org/bibles/gb/41/11.htm""}, {""text"": ""诗篇 29篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/29.htm""}]"
2026-02-26,全心爱主,2月26日：在祂的权柄之下,利未记17-18章、马可福音12:1-27、诗篇30篇,"园户的比喻教导我们顺服摆在我们面前的权柄的重要性。这个圣经原则进一步被基督标志性的声明强调：“凯撒的物当归给凯撒，神的物当归给神。”我们的主是在强调顺服我们之上者的原则。

这是一个困难的功课。许多人想要神的祝福，但很少有人愿意顺服祂所指定的权柄。按神的标准，我们被期望顺服我们的上级，除非他们要求我们犯罪。我们必须得安慰，即使人的权柄失败，神仍然在掌控中。谦卑自己是一个信心的考验。

愿我们立志顺服主安置在我们之上的人！",主耶稣，祢是真正的君王和终极的权柄。教导我以谦卑顺服，以信靠听从，并尊荣祢安置在我之上的人。帮助我以情愿的心跟随祢的秩序，知道祢在掌管中。阿们。,/static/images/picture1.jpg,"[{""text"": ""利未记 17章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/17.htm""}, {""text"": ""利未记 18章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/18.htm""}, {""text"": ""马可福音 12:1-27"", ""url"": ""https://www.wordproject.org/bibles/gb/41/12.htm""}, {""text"": ""诗篇 30篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/30.htm""}]"
2026-02-27,全心爱主,2月27日：小礼物，大心意,利未记19-20章、马可福音12:28-44、诗篇31篇,"耶稣教导说，最大的诫命是尽心、尽性、尽意、尽力全心爱主你的神。后来，当祂坐在圣殿的银库旁边时，祂观看人们奉献。许多人投了大量的钱，但一个穷寡妇来投了两个小钱。在基督眼中，她比所有人投得更多，因为她投上了她一切养生的。

她的行动不是按金额衡量，而是按爱心。真正的敬拜从来不是在于礼物的大小，而是在于给予者的真诚。寡妇的奉献揭示了神最看重的奉献种类—牺牲的、谦卑的、全心的。每一个慷慨的小行动，每一个安静的祷告，每一个出于爱而不被注意的恩慈，都感动神的心。

在人眼中看为小的，在祂的国里可能承载永恒的重量。",主耶稣，教导我以乐意和感恩的心给予。帮助我看见，当奉献出于爱时，没有祭物是太小的。愿我的生命反映慷慨、谦卑和信心，在各方面尊荣祢。阿们。,/static/images/picture1.jpg,"[{""text"": ""利未记 19章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/19.htm""}, {""text"": ""利未记 20章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/20.htm""}, {""text"": ""马可福音 12:28-44"", ""url"": ""https://www.wordproject.org/bibles/gb/41/12.htm""}, {""text"": ""诗篇 31篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/31.htm""}]"
2026-02-28,全心爱主,2月28日：忠心到底,利未记21-22章、马可福音13章、诗篇32篇,"耶稣告诉祂的门徒，末世将以动荡、欺骗和逼迫。祂没有承诺轻松的旅程。相反，祂发出了忍耐的呼召：“惟有忍耐到底的，必然得救。”基督也警告许多人会被假兆头和衰减逐渐消逝的盼望分心。忠心是爱的证明。

世界可能震动，国度可能倾覆，人心可能冷淡，但那些紧紧抓住基督的人仍然坚定不移。如果我们渴望对神忠心到底，我们必须定睛于祂并在我们的信心中坚持不懈。我们的主向我们保证，那些持守到底的人将看见祂的荣耀显现。我们的忍耐不是靠我们自己的力量，而是靠祂在我们里面运行的灵。

每一天的忠心，无论多么微小，都是更接近听到祂说：“好，你这又良善又忠心的仆人”的一步。",主耶稣，帮助我保持警醒和忠心，在每一个季节信靠祢。坚固我的心去忍耐，并保守我的眼目定睛于祢，直到祢再来的日子。阿们。,/static/images/picture1.jpg,"[{""text"": ""利未记 21章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/21.htm""}, {""text"": ""利未记 22章"", ""url"": ""https://www.wordproject.org/bibles/gb/03/22.htm""}, {""text"": ""马可福音 13章"", ""url"": ""https://www.wordproject.org/bibles/gb/41/13.htm""}, {""text"": ""诗篇 32篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/32.htm""}]"
