page_date,category,title,readings_text,body,prayer,image_path,reading_links_json
2026-04-22,成为祝福,4月22日：你必须重生,约书亚记21-22章、约翰福音3:1-21、诗篇56篇,"耶稣与一位名叫尼哥底母的宗教领袖对话。令他惊讶的是，
基督告诉他说:“你必须重生”。尼哥底母遵守律法，甚至
教导圣经，但他缺乏真正的属灵生命。他有宗教，却没有
与神的关系。
救恩不是靠道德努力或知识本身获得，而是来自上头的新
生。重生意味着通过圣灵的大能，获得一颗新的心、一个
新性情和一个新身份。
我们的第一次出生使我们成为血肉之子，但第二次出生使
我们成为神的儿女。这重生是基督所赎的救恩，只有凭着
信心才能领受。当我们在圣灵里重生后，内在的人会改变
--我们对他人会变得更仁慈，更能显示怜悯，也更容易
饶恕别人。今天，为神赐给你的重生而喜乐吧！因为在基
督里，你已被更新、被救赎，并完全属于祂了。","主耶稣，感谢祢赐给我重生的恩典。更新我的心，改变我
的心思意念，用祢圣灵的生命充满我。在祢里面，我成为
全新的人！阿们。
一年读经灵修:第二册 22",/static/images/top_banner.jpg,"[{""text"": ""约书亚记 21章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/21.htm""}, {""text"": ""约书亚记 22章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/22.htm""}, {""text"": ""约翰福音 3章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/3.htm""}, {""text"": ""诗篇 56篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/56.htm""}]"
2026-04-23,全心爱主,4月23日：与基督为婚,约书亚记23-24章、约翰福音3:22-36、诗篇57篇,"耶稣向我们显明自己是我们的新郎。借着救恩，我们成为
祂的新妇。正如新娘被新郎追求和深爱，基督也以永恒的
信实爱我们，并对我们全然委身。
婚姻应该建立在爱、亲密与合一之上。这正是祂希望我们
与祂之间拥有的关系。祂不仅想让我们知道祂的存在，更
希望我们真正认识祂、与祂同行，并在祂的同在中喜乐。
我们与基督的联合将从今生延续到永生，直到羔羊的婚筵
--那是天上的庆典，基督与祂的新妇将永远在喜乐中联
合！因此，让我们全心全意委身于祂。祂已宣告我们为祂
所有，选择了我们，并与我们立约。今天，让你的心因着
祂深深爱你、你永远属祂而得享平安吧。","主耶稣，感谢祢选择我、追求我，并深爱我。帮助我亲密
地与祢同行。求祢让我的心专注于祢，直到我在荣耀中与
祢一同欢宴的那一天。阿们。",/static/images/top_banner.jpg,"[{""text"": ""约书亚记 23章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/23.htm""}, {""text"": ""约书亚记 24章"", ""url"": ""https://www.wordproject.org/bibles/gb/06/24.htm""}, {""text"": ""约翰福音 3章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/3.htm""}, {""text"": ""诗篇 57篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/57.htm""}]"
2026-04-24,全心爱主,4月24日：唯有基督能满足心渴,士师记1章、约翰福音4:1-42、诗篇58篇,"耶稣在约翰福音 4:14 中说:“我所赐的水，喝了就永远不
渴”。撒玛利亚妇人来到井边打水，但耶稣知道她心灵的
渴望。她曾试图通过“爱情”满足自己的心灵，然而内心仍
然空虚。
我们许多人都有类似的感受。我们试图通过成就、情感、
享乐或认同来满足自己的心渴，结果还是常常感到挫败和
不满足。基督应许给予我们真正持久的满足。
那妇人留下了她的水罐，因为她找到了更伟大的源头:耶
稣自己。让我们停止从干涸的井中取水，转向那位完全且
永远满足我们的主。今天，把你的渴望带到耶稣面前，深
深喝入祂的同在，让祂的活水充满你。唯有祂能满足并恢
复你！","主耶稣，祢是我的活水。今天求祢满足我的心，让祢的同
在充满我。教导我将祢放在一切之上，追求祢。阿们。
一年读经灵修:第二册 24",/static/images/top_banner.jpg,"[{""text"": ""士师记 1章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/1.htm""}, {""text"": ""约翰福音 4章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/4.htm""}, {""text"": ""诗篇 58篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/58.htm""}]"
2026-04-25,全心爱主,4月25日：每天与神开始,士师记2-3章、约翰福音4:43-5:15、诗篇59篇,"你每天醒来后做的第一件事是什么？有人拿起手机，有人
倒第一杯咖啡。能够迎接每一天的日出，本身就是神的恩
赐。每一天都是新的开始。昨日已逝，我们可以带着更新
的怜悯、盼望与力量开始今天。
每天与神开始吧。告诉神祂是首位。向天父问安、默想祂
的话语、向祂祷告，并将一整天交托给祂，同时邀请圣灵
充满你的一天，成为你每日的节奏。像诗篇作者一样--
宣告神的爱，依靠祂的力量，并在每个清晨寻求神的庇护。
耶稣常常清早独自退到旷野祷告。我们也应效法祂，先被
圣灵充满，然后才能将爱与恩典倾注出去。让每一个早晨
都成为与祂相遇的时刻。","天父，感谢祢赐给我新的一天。当我开始今天的生活时，
我将每一刻都交在祢手中。求祢按祢的旨意引导我的脚步。
阿们。",/static/images/top_banner.jpg,"[{""text"": ""士师记 2章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/2.htm""}, {""text"": ""士师记 3章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/3.htm""}, {""text"": ""约翰福音 4章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/4.htm""}, {""text"": ""诗篇 59篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/59.htm""}]"
2026-04-26,全心爱主,4月26日：圣经中的一切都指向耶稣,士师记4-5章、约翰福音5:16-47、诗篇60篇,"耶稣曾对那些殷勤研读圣经的宗教领袖说话，他们熟悉经
文所指向的那一位，却错过了祂本身。他们明白字句，背
诵律法，分析预言，却没有认出站在他们面前的弥赛亚。
耶稣说:“为我作见证的就是这经，然而你们不肯到我这
里来得生命”。他们抗拒来到主面前得救，这是何等的悲
哀！这对我们也是一个严肃的提醒。我们也有可能研读圣
经、参加教会聚会、殷勤事奉，却仍然错过耶稣本身。
让我们求圣灵开启我们的眼睛，将基督启示给我们。圣经
之所以是活的，是因为耶稣是活的。祂的应许轻声诉说着
祂对我们的爱。圣经中的每一个故事都指向祂的救赎。愿
我们更加亲近祂！","主耶稣，求祢开我的眼睛，使我认出祢的同在、祢的声音
和祢在我生命中的作为。帮助我更亲近祢，与祢同行。祢
必兴旺，我必衰微。阿们。
一年读经灵修:第二册 26",/static/images/top_banner.jpg,"[{""text"": ""士师记 4章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/4.htm""}, {""text"": ""士师记 5章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/5.htm""}, {""text"": ""约翰福音 5章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/5.htm""}, {""text"": ""诗篇 60篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/60.htm""}]"
2026-04-27,全心爱主,4月27日：神为何拣选三百人,士师记6-7章、约翰福音6:1-24、箴言14:21-25,"上帝将基甸的军队从三万二千人大幅缩减到仅剩三百人。
祂刻意削弱基甸的力量，使神的大能得以清楚彰显。上帝
呼召我们去面对的争战，往往超出我们的能力；而且很多
时候，祂会挪去我们肉体所依靠的一切，好让我们学习单
单倚靠祂。
在面对人生的阻碍时，我们常常被问题的庞大所吓倒，也
习惯依靠自己的力量去解决。然而，若上帝能借着仅仅三
百人拯救一个国家，祂同样也能在你的生命中大大作为。
当刚强壮胆！提醒自己圣经所宣告的宝贵真理:“若上帝
帮助我们，谁能敌挡我们呢？”当全能者站在我们这一边，
没有任何障碍大到无法跨越，没有任何仇敌强到无法胜过，
也没有任何处境绝望到无法改变。要欢喜，因为主必赐你
得胜！","天父，感谢祢帮助我，并与我同在。当挑战压倒我时，求
祢提醒我祢比我所面对的任何困难都要强大。阿们。",/static/images/top_banner.jpg,"[{""text"": ""士师记 6章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/6.htm""}, {""text"": ""士师记 7章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/7.htm""}, {""text"": ""约翰福音 6章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/6.htm""}, {""text"": ""箴言 14章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
2026-04-28,全心爱主,4月28日：生命所需，耶稣皆是,士师记8章、约翰福音6:25-71、箴言14:26-30,"科学告诉我们，空气、水、食物、光和住所是生命的基本
需求。耶稣宣告说:“我就是生命的气息”，“我就是活水”，
“我就是生命的粮”，“我就是世界的光”，以及“我就是好牧
人”。
耶稣是维持生命的气息，是满足心灵的活水，是赐力量的
粮食，是引导方向的光明，是保护我们的避难所。耶稣是
生命存在所需的一切。
祂不仅供应我们所需，更是我们所需本身。我们被造就是
为了需要耶稣。没有耶稣，我们仍然干渴、窒息、饥饿，
并迷失在黑暗中。在基督里，我们能活出真正的生命。
的确，我们需要耶稣才能活！","主耶稣，感谢祢成为我生命中所需的一切。求祢赦免我曾
在别处寻求生命的意义；我现在明白了，原来我受造是单
单为了祢。祢不仅满足我的需要，祢本身就是我的生命。
阿们。
一年读经灵修:第二册 28",/static/images/top_banner.jpg,"[{""text"": ""士师记 8章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/8.htm""}, {""text"": ""约翰福音 6章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/6.htm""}, {""text"": ""箴言 14章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
2026-04-29,全心爱主,4月29日：耶稣是谁？,士师记9章、约翰福音7章、箴言14:31-35,"在住棚节期间，人们对耶稣的身份议论纷纷，意见严重分
歧。有人怀疑、争辩、闲谈，好奇、惧怕、困惑；有人甚
至憎恨祂，想要杀害祂；也有人在心里默默相信祂。
今天的我们属于哪一类的人呢？就像住棚节上的人一样，
我们也听闻了同一个耶稣，祂向我们发出了同样的邀请。
我们如何回应祂？让我们不要只当旁观者，从远处观看、
评论神是谁、祂在做什么。耶稣没有说:“看我、讨论我
或评估我”。祂说的是:“跟从我，到我这里来，喝我所赐
的水”。
唯有迈步跟随祂、喝祂的活水的人，才能真正遇见祂。","主耶稣，在这个充满各种意见的世界里，赐我信心，真实
地相信祢是谁。激起我内心深处的渴望，促使我全心来到
祢面前，跟随祢。我渴望认识祢、爱祢，并为祢而活。阿
们。",/static/images/top_banner.jpg,"[{""text"": ""士师记 9章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/9.htm""}, {""text"": ""约翰福音 7章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/7.htm""}, {""text"": ""箴言 14章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/14.htm""}]"
2026-04-30,连结社群,4月30日：充满恩典与真理,士师记10-11章、约翰福音8:1-30、箴言15:1-5,"恩典若没有真理，就会变成放纵罪的执照；真理若没有恩
典，就会变成残酷和严厉的律法主义。律法要求惩罚那位
犯奸淫被抓的妇人，但耶稣既没有定她的罪，也没有纵容
她，而是赦免她，并告诉她不要再继续犯罪。祂以权柄说
话，也以怜悯行事。
耶稣完完全全地彰显了恩典与真理，这两者都是祂的属性。
真理分辨是非对错，而恩典则把我们原本不配得的，出于
神的怜悯，白白赐给我们。我们需要常常与耶稣亲近，跟
随圣灵的脚步，才能活出恩典与真理的丰盛。我们该如何
坚守圣经的真理，同时又活出无条件的爱，在言语与行动
中处处反映耶稣的样式呢？
在这个价值观纷杂矛盾、文化对立彼此冲击的世界当中，
基督徒被呼召活出不一样的光。","天父，教导我不要轻视恩典与真理，而是在我的生命中彰
显两者。赐我力量，恨罪却爱罪人。阿们。
一年读经灵修:第二册 30",/static/images/top_banner.jpg,"[{""text"": ""士师记 10章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/10.htm""}, {""text"": ""士师记 11章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/11.htm""}, {""text"": ""约翰福音 8章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/8.htm""}, {""text"": ""箴言 15章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/15.htm""}]"
2026-05-01,连结社群,5月1日：真理使人得自由,士师记 第12-14章、约翰福音8:31-59、箴言15:6-10,"耶稣将真正的门徒与表面的信徒区分开来。真正的门徒是
那些忠心遵行祂教导的人。这意味着我们要顺服祂的话语，
即使祂的话让人难以接受，甚至令人不舒服，我们仍然愿
意遵行。宣称自己是基督徒很容易，但真正活出基督徒的
生命却很难。
耶稣并不在乎自己是否受欢迎。曾有一大群宗教群众跟随
祂，但最终却把祂钉在十字架上。祂所要的是全心委身的
门徒，无论人数多么稀少。
从罪的捆绑中得释放，是常常活出祂话语的自然效果。使
我们得着自由的，不是我们晓得多少真理的学问，而是我
们多顺服。罪虽承诺自由，最终却带来捆绑。虽然耶稣会
用祂的真理来揭露我们的罪恶，但那会使我们得着释放。","主耶稣，谢谢祢赐予我自由的真理。我不愿只是名义上的
跟随者，我渴望在心里成为真正的门徒。求祢帮助我常常
住在祢的话语中，让祢的真理打破我生命中的一切锁链。
引导我进入祢所应许的自由。阿们。",/static/images/top_banner.jpg,"[{""text"": ""约翰福音 8章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/8.htm""}, {""text"": ""箴言 15章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/15.htm""}]"
2026-05-02,连结社群,5月2日：恩赐 ≠ 敬虔,士师记15-16章、 约翰福音9:1-34、箴言15:11-15,"参孙拥有非凡的力量恩赐，但他的品格却十分软弱。我们
常常以为，一个人若有很大的恩赐，就一定与主有亲密的
关系。然而，这并不一定是正确的。
虽然上帝不会撤销祂赐给我们的恩赐和呼召，但我们却可
能忽略与上帝的亲密关系。主看重的，不仅是我们能为祂
做什么，更在乎我们在祂里面成为怎样的人。祂在我们身
上寻找的是属灵的果子。
因此，让我们操练自己，成为敬虔的弟兄姐妹。简单来说，
敬虔就是活出彰显上帝性情的生命。能力是不可以取代品
格的。只有才干却没有生命的改变，是徒然的。扎根于敬
虔的生命，才能结出长存的果效。试想，如果我们每一个
人都在敬虔上不断成长，我们的家庭、教会、学校、职场
和整个社会，将会带来何等的转变。","天父，求祢赦免我看重自己的才干和恩赐过于看重品格的
成长。赦免我用功劳来衡量价值，却忽略了在基督里的成
长。求祢从我內心深处更新改变我。阿们。
一年读经灵修:第二册 32",/static/images/top_banner.jpg,"[{""text"": ""士师记 15章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/15.htm""}, {""text"": ""士师记 16章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/16.htm""}, {""text"": ""约翰福音 9章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/9.htm""}, {""text"": ""箴言 15章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/15.htm""}]"
2026-05-03,连结社群,5月3日：认出你牧者的声音,士师记17-18章、约翰福音9:35-10:21、箴言15:16-20,"耶稣是那位走在羊群前面的牧者。羊群跟随祂，是因为它
们认得祂的声音。它们跟随不是因为知道前面的路怎么走，
而是因为信靠那位带领它们的牧者。
周围不断喋喋不休、相互竞争的意见和无尽的建议，很容
易淹没牧者的声音。我们与上帝相处的时间越多，就越能
辨别祂的声音，从那些争夺我们注意力的众多声音中分辨
出来。
耶稣也说，羊不会跟随陌生人，反而会逃离不熟悉的声音。
亲近上帝能让我们更敏锐地分辨出来自上帝的声音，并抵
挡那些不属于祂的声音。
羊最安全的地方，就是在牧者身边。因为魔鬼并不惧怕羊，
它惧怕的只有牧者。","主耶稣，求祢帮助我常常亲近祢，并教我如何认出祢的声
音。求祢帮助我不被世界的声音引偏，引导我走在祢的道
路上，让我的心专注听从祢的带领。阿们。",/static/images/top_banner.jpg,"[{""text"": ""士师记 17章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/17.htm""}, {""text"": ""士师记 18章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/18.htm""}, {""text"": ""约翰福音 9章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/9.htm""}, {""text"": ""箴言 15章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/15.htm""}]"
2026-05-04,连结社群,5月4日：基督是我们的道德指南针,士师记19-21章、约翰福音10:22-42、诗篇61篇,"当社会远离上帝时，人们便跟随自己的道德指南针，按自
己眼中认为正确的去行。道德逐渐衰落，妥协成为常态。
如今常听到的话是:“做让自己开心的事”，“你的真理是
你的真理，我的真理是我的真理”，以及“跟随你的心”。
我们已经对不圣洁习以为常。我们把罪称为挣扎，把妥协
说成包容，把悖逆当作自由。只要感觉是对的，即使圣经
的真理和我们的信念不一致，我们也无所谓。这些都是来
自仇敌的谎言。我们的观点并不高于圣经。当我们改变自
己的价值观去迎合时代，我们已不再是跟随圣经，而是在
跟随世界。
我们的良方是将上帝的话语恢复为最终权威，并重新获得
对主的敬畏。选择去行上帝眼中正确和悦纳的事。唯有基
督才是通往圣洁的唯一道路。","主耶稣，求祢赦免我被世俗引偏，而不以祢的真理为立足
点。求祢将圣言恢复为我最终的权威，更新我对祢的圣洁
敬畏。分辨我，使我能与祢同行在圣洁的道路上。阿们。
一年读经灵修:第二册 34",/static/images/top_banner.jpg,"[{""text"": ""士师记 19章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/19.htm""}, {""text"": ""士师记 20章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/20.htm""}, {""text"": ""士师记 21章"", ""url"": ""https://www.wordproject.org/bibles/gb/07/21.htm""}, {""text"": ""约翰福音 10章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/10.htm""}, {""text"": ""诗篇 61篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/61.htm""}]"
2026-05-05,连结社群,5月5日：耶稣哭了,路得记1-2章、约翰福音11:1-44、诗篇62篇,"耶稣为什么在拉撒路的墓前哭泣？毕竟，距离祂叫拉撒路
复活只有片刻之遥。
尽管“耶稣哭了”是圣经中最短的一节经文，却深刻地显明
了耶稣完全的人性与神性。这显示祂是怜悯的上帝，能与
人的痛苦同感。祂为拉撒路哭，也为马利亚和马大因失去
亲人而悲伤流泪。祂为人类因死亡而带来的哀痛而哭。但
最重要的是，祂哭，因为死亡提醒我们，许多死去的人将
面临永远在地狱中的灭亡。
如果耶稣能因死亡的现实而流泪，我们的心岂不也应当被
触动吗？你是否为那些尚未认识主的人心中怀有负担？我
们已经被托付永恒生命的福音信息。愿祂的怜悯唤醒我们
的心，使我们积极地与人分享这唯一能带来永生的盼望。","主耶稣，求祢赐给我一颗充满怜悯的心。激发我新的热情，
将福音传给那些远离祢的人。阿们。",/static/images/top_banner.jpg,"[{""text"": ""路得记 1章"", ""url"": ""https://www.wordproject.org/bibles/gb/08/1.htm""}, {""text"": ""路得记 2章"", ""url"": ""https://www.wordproject.org/bibles/gb/08/2.htm""}, {""text"": ""约翰福音 11章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/11.htm""}, {""text"": ""诗篇 62篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/62.htm""}]"
2026-05-06,连结社群,5月6日：合乎神心意的婚姻,路得记3-4章、约翰福音11:45-12:11、诗篇63篇,"波阿斯在娶路得之前，遵行妥善的近亲救赎规定，以此尊
荣上帝。合乎神心意的婚姻不仅是两个人彼此忠诚，更重
要的是，两个人共同忠于上帝。
对于信徒来说，婚姻应以基督为中心。婚姻是在上帝面前
所立的圣约，而不仅仅是浪漫的结合。在这个根基上，显
明上帝的设计:丈夫要以牺牲的爱来爱妻子，妻子要敬重
顺服丈夫。美满的婚姻不只是关系到浪漫的情感和默契，
更在乎的是公义与品格。
没有一段婚姻是完美的，也没有婚姻是无法挽回的。坚固
的婚姻需要付出巨大努力。它需要谦卑的心，以及在委身、
沟通和彼此让步上不断学习和成长。当我们顺服上帝，建
立合乎神心意的婚姻时，我们的婚姻就会坚固持久。","主耶稣，感谢祢赐下婚姻这圣洁的恩赐。我选择在我的婚
姻中荣耀祢。求祢帮助我将基督置于我的婚姻中心。阿们。
一年读经灵修:第二册 36",/static/images/top_banner.jpg,"[{""text"": ""路得记 3章"", ""url"": ""https://www.wordproject.org/bibles/gb/08/3.htm""}, {""text"": ""路得记 4章"", ""url"": ""https://www.wordproject.org/bibles/gb/08/4.htm""}, {""text"": ""约翰福音 11章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/11.htm""}, {""text"": ""诗篇 63篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/63.htm""}]"
2026-05-07,进入命定,5月7日：唯有放下，才能活出生命,撒母耳记上1-2章、约翰福音12:12-36、诗篇64篇,"耶稣教导了祂国度中一则强而有力、看似矛盾的真理:唯
有舍弃自我，才能得着真正的生命。只有为祂舍弃生命时，
我们才会真正被得着。在跟随基督的道路上，我们只有舍
己，才能找到在基督里的自己。
耶稣明确指出，跟随祂不是为了自我满足，而是为了活出
祂的榜样。若仍为自己而活，就无法真正跟随耶稣，因为
基督的道路要求我们背起自己的十字架。我们必须倒空自
己，完全将自己献给上帝。
你生命中十字架的痕迹在哪里？那些伤痕正是你背负十字
架沉重代价的证据。我们为基督所经历的苦难、牺牲和忠
心，终会以永恒的喜乐和奖赏取代。有一天，我们将把十
字架换成荣耀的冠冕。","主耶稣，求祢教我如何走十字架的道路。帮助我甘愿舍己，
好使我能在祢里面真正地活着。我定睛仰望永恒，并相信
有一天，我将把十字架换成荣耀的冠冕。阿们。",/static/images/top_banner.jpg,"[{""text"": ""撒母耳记上 1章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/1.htm""}, {""text"": ""撒母耳记上 2章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/2.htm""}, {""text"": ""约翰福音 12章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/12.htm""}, {""text"": ""诗篇 64篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/64.htm""}]"
2026-05-08,进入命定,5月8日：超越神迹的信心,撒母耳记上3-5章、约翰福音12:37-50、诗篇65篇,"即使耶稣行了许多神迹奇事，有些人仍不信祂。虽然神迹
可以帮助一些人确认他们的信心，但对另一些人来说，就
算看到上帝的作为仍不足以让他们相信，因为他们不愿将
信心完全放在基督身上。
单靠神迹无法产生信心。即使亲眼见证了上帝的大能，有
些人仍然不相信上帝已经启示的真理。
我们不需要更多神迹来信靠耶稣。我们需要的是顺服的心，
将我们的不信交托给上帝。愿我们有信心，相信耶稣是我
们个人的救主和君王。祂已经藉着话语、作为和十字架清
楚地启示了自己。除非我们与基督有个人的关系，否则没
有任何其他事物能救我们脱离罪的工价。","主耶稣，求祢鉴察我的心，把我心里存在的不信--揭露
出来。求祢塑造我一颗顺服的心。我全心信靠祢拯救的恩
典。阿们。
一年读经灵修:第二册 38",/static/images/top_banner.jpg,"[{""text"": ""撒母耳记上 3章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/3.htm""}, {""text"": ""撒母耳记上 4章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/4.htm""}, {""text"": ""撒母耳记上 5章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/5.htm""}, {""text"": ""约翰福音 12章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/12.htm""}, {""text"": ""诗篇 65篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/65.htm""}]"
2026-05-09,进入命定,5月9日：你愿意洗脚吗？,撒母耳记上6-8章、约翰福音13:1-30、诗篇66篇,"如果你知道自己只剩下不到一天的生命，你会做什么？耶
稣选择了洗脚。
在被钉在十字架的前夕，耶稣承担了最卑微仆人的角色，
为门徒洗脚。洗脚有两个意义:一是实际的需要，为走了
一整天路的门徒洗净双脚；二是更深的属灵意义，它象征
内心的洁净与谦卑的服事。
有一句名言说:“谦卑不是看轻自己，而是少想着自己。”
当我们谦卑自己时，上帝必定会将我们提升到高位。
爱会为了别人，踏入最肮脏、最卑微的地方。你愿意凡事
以爱为本，为他人洗脚吗？","主耶稣，求祢教我以谦卑的心去爱与服事。赐我愿意的心，
踏入卑微之处，关心他人，如同祢关心我一样。阿们。",/static/images/top_banner.jpg,"[{""text"": ""撒母耳记上 6章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/6.htm""}, {""text"": ""撒母耳记上 7章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/7.htm""}, {""text"": ""撒母耳记上 8章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/8.htm""}, {""text"": ""约翰福音 13章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/13.htm""}, {""text"": ""诗篇 66篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/66.htm""}]"
2026-05-10,进入命定,5月10日：为敬拜祂而被创造,撒母耳记上9-10章、约翰福音13:31-38、诗篇67篇,"诗篇 67 篇显示，赞美不仅仅是一项活动，更是一种生活
方式。圣经反复呼唤:“上帝啊，愿万民都称赞祢”，明确
了敬拜主是上帝为我们生命所设计的一部分。
如果你曾感觉生命缺乏意义，请记住，你被造是为了敬拜
创造宇宙的上帝。敬拜上帝不应被视为可有可无，而应成
为我们日常生活中不可或缺的一部分。它应当成为我们存
在的核心。我们每天都要刻意挪出时间，单纯地来敬拜祂。
默想祂美好的属性。将诗篇化作你对上帝的赞美之语。静
静地坐下，敬畏祂的伟大与良善。当你这样操练时，你将
开始体会到，活出真正敬拜者的生命所带来的深刻喜乐与
福分。","天父，求祢教我不仅用言语，也用我的生命来赞美祢。愿
我的心以敬拜和顺服来回应祢。阿们。
一年读经灵修:第二册 40",/static/images/top_banner.jpg,"[{""text"": ""撒母耳记上 9章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/9.htm""}, {""text"": ""撒母耳记上 10章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/10.htm""}, {""text"": ""约翰福音 13章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/13.htm""}, {""text"": ""诗篇 67篇"", ""url"": ""https://www.wordproject.org/bibles/gb/19/67.htm""}]"
2026-05-11,进入命定,5月11日：天堂是真实的地方,撒母耳记上11-13章、约翰福音14:1-14、箴言15:21-25,"“天堂真的存在吗？”这个问题并不新鲜。许多人对此抱有
怀疑态度。毕竟，我们生活在一个由所见、所测量和所证
明来塑造信念的世界里。
耶稣口中的天堂，并不是一个模糊的属灵概念，而是一个
真实、永恒的目的地。天堂是耶稣现在掌权的地方，是祂
为儿女预备的地方。它是我们的永恒家园，是我们名字被
记录的奖赏之地。
试想如果天堂是真实的？如果天堂真实存在，就意味着你
的存在不是偶然的，你的生命也不是毫无意义。你在地上
的生命的终点，并不是完全的终结；你的每一个选择，都
具有超越今生的意义。","主耶稣，我相信祢，但我承认我仍有一些事情难以理解。
求祢帮助我信靠祢关于天堂及其意义的教导。当我跟随祢
时，引领我进入祢为我预备的永生。阿们。",/static/images/top_banner.jpg,"[{""text"": ""撒母耳记上 11章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/11.htm""}, {""text"": ""撒母耳记上 12章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/12.htm""}, {""text"": ""撒母耳记上 13章"", ""url"": ""https://www.wordproject.org/bibles/gb/09/13.htm""}, {""text"": ""约翰福音 14章"", ""url"": ""https://www.wordproject.org/bibles/gb/43/14.htm""}, {""text"": ""箴言 15章"", ""url"": ""https://www.wordproject.org/bibles/gb/20/15.htm""}]"
